text,rating
"Superb product, recommended by my doctor prior to cataract surgery. This will be my third order. Use it everyday.",positive
Great,positive
These are fun to wear and they last longer than I imagined without any special care.  There is a good variety and every one of them is a nice work of art.,positive
Ordered this for my husbands clinic. His patients are very pleased with the softness of these. Shipping was fast as always!,positive
"Best you can ever get, at a reasonable price!",positive
I love these wipies! They make my feet feel great and I love the peppermint smell!,positive
I read the reviews before ordering the hair. The bundles I received was awful. The hair shedded like crazy and gets tangled right after you comb it out. I will never purchase the hair again.,negative
"Loses its elasticity after only one use and stays stretched out, making it essentially useless as a hair tie. It was really cute while it lasted, and was a great way to dress up my messy bun for work.",negative
"[[VIDEOID:a9343ecf3ac0b76f3c3f1156cafb9e89]] This foot filter is easy to hold, and I really like that there are three different grained heads that rotate, but stay attached. You don't have to constantly change the heads on this.<br /><br />However, when you rotate the heads you have to hold down a button on one side and then use the very small rotater to change heads. It makes it a bit difficult to change the heads.<br /><br />Also, I had problems with it constantly stopping while I was using it. And my calluses aren't even that bad. If you just have a bit of dry skin this will probably work for you, otherwise you're going to want to skip it.",neutral
Very natural looking blends well,positive
"This flower arrived on time and it is absolutely perfect! From the size to the design and packaging, I could not have been happier with this product. I ordered two different flowers, this vibrant red and a dark red, and they arrived in a sturdy Amazon box instead of a paper or poly mailer bag. No chance of them being crushed! I was able to pull the flower directly from its packaging and clip it right into my hair in 10 seconds. No fluffing, no fussing, just easy perfection! I received a number of compliments on the 1940s pin-up look that I was attempting for a formal event.",positive
I buy this at Target for 4$.  Love this stuff,positive
Love the smell ... not too strong.,positive
"This wig was inexpensive and will be used once for Halloween. So I am not too picky about the quality. It is small, just barely fits my 8 year old’s head, which is good because it’s snug and will stay put. It was folded flat in packaging but not along the part, so one side of the head has a big lump. I’m guessing a little shaping will help and maybe some time in a steamy bathroom. The braids are loose and long. On my8 year old, they come down to about 2 inches below her natural waist. I removed the rubber bands and rebraided then nice and tight, and cut about 4 inches off, to be abut more WednesdayAddams-ish. It came with a hairnet on it, which is nice because it kept the wig smooth and tangle free, no flyaways. Will be a good Halloween costume addition, then will be tossed in the costume box. Worth the low price.",positive
Omg so cute loved using this in my skin care routine,positive
"I purchased this blow dryer from Amazon. This is an Infraed Ionic Hair dryer. It has two speeds and three heat settings. It comes with three attachments.A difusser, a comb and a narrow head. It has a nice long cord 5-6 ft. It usually takes five minutes to dry my hair and the hairdryer does not get hot. It is easy to handle. And it has a loop on it to hang it easily. I think this dryer was priced average. I like this product a lot and I would recommend it.",positive
"I highly recommend switching to bar shampoo and conditioner. I was afraid the bar would get soggy after a few uses but it’s not the case.<br />It’s good for your hair, the environment, and it lasts a long time.",positive
"Brush is very strong. Seems to be medium or hard, not soft, but I like it. Lasts a while.",positive
"It is so easy to use, you don’t have to be a make up professional to apply it nicely on your eyebrows. It lasts all day and doesn’t rub off even if you try hard. At the end of the day it can be easily removed with a make up remover. Definitely recommend!",positive
"Overpriced, but they work",positive
Grand has sensitive skin and this brand is great been buying for years,positive
"Great product, definitely love the level of natural and organic ingredients! Comes in a nice velour travel bag.",positive
Arrived timely and undamaged.,positive
As expected. Have used in a couple products and pleased thus far. Easily melts on the skin. Blends well with other oils. I’ll keep you posted,positive
Not easy to assemble with tiny little bands afraid it would break when pushing together to get the band on,negative
Sooooo soft!,positive
Excelente,positive
"I was totally turned on to Bare Escentuals over the holidays with special promotions.  I LOVED the product, but not the cost.  I heard about IQ and decided to give them  a try.  Well, I could find no difference except the money I was saving by using IQ products.  Its a really nice product that you will love!  The only thing I'm NOT crazy about is their setting veil.  To me its to pale.... so I just use a the bronzer as a finish.  Otherwise, it really is a GREAT product.",positive
This product smelled weirdly like chocolate. It was a little bit see through. I don't recommend black liquid lipstick just because when it moves around its pretty noticeable. I would stick with black lipstick. This also did not dry matte.,neutral
Spread a little on your calloused/dry feet each day before putting on your socks.  MIRACLE!,positive
Great as party favors for a Disney themed party.  Especially when we live near Disneyland.  These seem as good as the ones you pay a lot more for at the park.,positive
Love using this to clean my brushes. Helps with thorough cleaning and the brushes are not damaged at all.,positive
"I buy gel polishes from Amazon all the time. Although I loved the color, the produce went on so watery and uneven that<br />I finally threw it in the garbage and used another color. I will never buy this again.",negative
"I really like the way the tip of the pen is, however the color is just not right, I will definitely have to get a new color. I ended up with the light brown, it's a very fake and unnatural looking shade of brown.",negative
I don't like that way it look on my brows. It look like I put shiny glue on my brows. Made my brows look so fake.,negative
There was a lot of tingling on my face after using it the first time. It came sealed and not tampered with.,neutral
"Nice selection of color options, and great protection! I've been using this stuff since I was a kid :)<br /><br />NOTE: Would have gave it 5 Stars had it maybe came with some sort of convenient travel case or bag.",positive
Great price! Exactly what I was looking for and arrived immediately.,positive
I rarely leave reviews but I LOVE this hair spray bottle! Best one I've used!!,positive
Very sheer application. I expected more pigment payoff but you can use eyeshadow primer to boost the colors.,negative
Doesn't do anything,negative
"When I finally got the correct model number, returned the one that I ordered first in error, I received this product and am enjoying the use of it.",positive
"I love these washcloths and have used them for years. I did not mark them high for softness - they are great for exfoliation and for me, I don’t like exfoliating cloths that are “soft”. Nor did I give high marks for “moisturizes” - depends on the soap you use! But you can use less of it and get a rich lather!<br /><br />I highly recommend the Salux brand cloths and this seller - Makerstep. The order was fulfilled quickly and accurately and customer service was excellent.",positive
Works really well! I like that there are two power options (high and low) and that it's fairly discreet it's not real bulky.,positive
SO FAR THE BEST MASCARA,positive
Very easy to wrap and go! Found some easy tutorials on IG and Youtube. Perfect for bad hair days or beach days when you don't want sand in your hair,positive
The standard ring cutter leaves my thumb extremely painful by the time I'm finished.  This one is great.  I'll never go back to the old kind.,positive
"It's an excellent product.  I was a little disappointed that the tubes are quite small, but it's only a travel set, so I suppose it's OK.",positive
I have a long list of allergies/sensitivities and keep a bottle of this in my kitchen as dish/hand soap. It gets the job done and I have not had any reactions.,positive
"Absolutely fabulous product.  Yes, it's a bit messy if you aren't careful.  So, be careful.  I have had no sensitivity or thinning of my enamel like other whitening products  (dentist, Brite Smile).  I love that my teeth feel like I just had a cleaning at the dentist whenever I use it.  My nieces came back from a two-month holiday and immediately asked what I'd been using on my teeth.  Then, they stole my container.  It's a really great product.  I highly,  highly recommend.",positive
was okay,positive
This is the second time I've ordered this product......I'll always order it whenever it's available!,positive
I think both the shampoo and conditioner are expired or something because the consistency was more solid than liquid...,neutral
These loofah do not soften at all once wet.  I tried to use them and they just took skin off.,negative
I am really liking this foundation.  It is lightweight and feels more like a tinted moisturizer on your skin.  It’s light to medium coverage depending on how much you apply. I like to blend it with my fingers first and then I use a sponge to blend it more evenly.  It really does match my skin tone perfectly.,positive
Much better than the spongy applicators that disintegrate and leave little pieces on my eyelid! Less wasteful of my pressed powder eyeshadow. More precise application. Very happy with these!,positive
I have fine hair and found these didn't hold and were uncomfortably large.  I gave them to a friend with thick curly hair and she liked them better than I did.,neutral
i love it,positive
"Great set, lots of tools! All items are very sharp. Comes in a handy storage purse.",positive
They are way smaller then I thought they'd be But well put together.,positive
As represented,positive
Excelente,positive
"I had a surgery and these were very soft and work better then wash clothes, especially for the sensitive skin around the eyes.  And they dry more quickly.",positive
"I got these because I wanted a different look from the other crochets I usually use.  First, these are more difficult to put in because the hair has to be individual braids instead of cornrows.  With the individual braids, it felt harder on my hair and felt very heavy.  I only kept it in for about 10 days.",neutral
"I’m VERY happy and pleased with my palette! I ordered it 2 days ago and received it today. Upon removing the palette from the bubble wrap, the outer box was a little damaged, but the actual palette box inside was perfect. Other than gutsy, no complaints. The eyeshadows are very pigmented and beautiful! 💜",positive
Water tank does not Detach and hence cant clean inside the tank freely. No matter what you do but the water tank does not come off at all. Disappointed,negative
I love these combs! I have medium length fine hair cut in layers and I have found multiple ways to put my hair up with these and keep all my hair in place even while I’m gardening!,positive
Pretty bottle but definitely not fiber mascara. Adds length!,neutral
"I am a ""bit older"" and my eyelashes have been fragile, falling out and short in length. I tried using castor oil for 6 months but it really didn't make a difference. Most lash lengthening products are quite expensive. I came across this Greephi eyelash growth serum at a great price and I decided to try it. Within 4 weeks, new eyelashes were growing and the existing lashes started to grow longer. Now, 7 weeks later, they are fuller and much longer. It takes just a minute to apply mascara whereas before, it took 5 minutes or more to try and make my lashes look longer and thicker. I highly recommend this product and the price makes it possible to keep your lashes long and healthy!",positive
"I loved this pillow at first, but it was becoming mildewy after two uses. I was then washing it after every other use, but I couldn't get the smell out. It turned brown where the water collected when it was hung. I made sure to wash as directed and hang dry after each use.",negative
It is a fun toy. You will not fool anyone with this one look and they know its not a real weapon.,positive
Waste of money,negative
I thought there were three parts to this but the ONE that I received is pretty rugged.,positive
"First, I watched a few reviews on YouTube and read the reviews here. They mostly say the fair/light is not good compared to the others.  I believe some reviewers are more medium than this palette is designed for. I’m definitely fair. The base color is supposed to neutralize color imbalances on the lid, not to be used as a statement. It does that perfectly. It’s a subtle and natural look, but so beautiful and convenient! I love it. It’s a quality palette and the mirror is luxurious.",positive
I create beeswax lip balm for sale at a local craftshop.  These are pretty and economical.  I've purchased them before and really like them.  Would recommend.,positive
good,positive
I love how they look,positive
It does not work,negative
very convenient makeup brush drying tool! And it was perfect when I used it with makeup brush protector.,positive
The Salerm products have been a good thing to use so far.  I really like the products.  This one did not disappoint.  It leave the hair feeling so soft.,positive
Love love love,positive
"This is a solid bracelet that fits great and looks very masculine. I'm very pleased with the purchase and others seem to like it also.<br /><br />It's gotten a little loose on me as I've been slowly losing weight so I don't think it is truly ""One size fits all"". If you think you have very skinny wrists, it may be a problem.  The polish on the hematite isn't perfect, but it's close enough that you will be the only one who notices any imperfections. I expect the stretchy string to break at the knots in a year or two of daily wear, just by looking at it. But that's just a gut feeling - I don't have any evidence - and most of us will be wearing something else before then, anyway.<br /><br />I'm a skeptic and don't believe the arthritis stuff, so that won't factor into my review. Besides, I don't see anything about ""healing powers"" on the product page.",positive
Love these! Works well with my very thick hair!,positive
Love it! Use it for all of my gigs and don't know how I lasted so long without it! I love that I can organize my brushes which allows me more easily service my clients. I also love the quality for such a low priced apron. I've used it for over 3 gigs weekly and it's holding up strong. for more than 7 months now. I am officially a fan!,positive
"Unfortunately when you unravel the product, it tears very easily.  The photo makes it appear as it is a streamer that holds the decoration but it is paper.  Since it is paper/cardboard the decorations do not hang well either.",neutral
I love this rake so much and think it is an absolute necessity when you have pets with longer hair. It does a fabulous job on my golden retriever and my Turkish angora. I bought another one so I can always have one upstairs and one downstairs so it’s handy when I need it.,positive
"I’ve been going tying to make some more environmentally friendly swaps lately and these bamboo brushes are one of the ways. I do really like these. The bristles don’t shed like some do the other brands that I have tried. They hold up well and then when done, the bristles can be removed and the handle composted, leaving behind little in the end compared to the mountain of plastic handles in a lifetime.<br /><br />But we have five people on my house. I’d love a way to identify whose brush is whose. I’ve seen some companies put numbers, others do colored bristles (which obviously won’t work so well with charcoal), and maybe there are other options as well. Once that happens, these will be perfect.",positive
My skin thanks you,positive
The hair flat ironed looked great. It was very soft and natural Looking. It was a very easy install.,positive
"Good color. Good size. A little heavier than expected, but works well.",positive
While these are super cute the glue pen didn’t work I had to go buy my own glue at ulta. But if you’re not looking to use the glue pen then get these they’re super pretty and they have lashes from business look to girls night look. (The glue pen is the only reason I didn’t give it 5 stars.),positive
great,positive
I am very happy with purchase and shipment!,positive
AmaZingly soft! Glad I got two packs it's pretty thin you will need two for an entire head,positive
Good tool to have!,positive
"It's very hard to deal with looks bulky once applying doesn't spread easy. The pen for picking up rhinestones is made of wax I think and it's Cracked as wax is very gentle texture wasn't put on properly I thought it was rubber type but no 😑 I disliked this one I had better expectations I'll probably won't buy again, but might off been just me",neutral
"Instructions are not too clear.  But, OK for home use.",neutral
not worth the money for this color.  came out darker than my real hair and I have white/grey hair.,negative
"spirit gum was weak, the remover didn't really help much to remove it. it's more expensive, but I recommend Mehron brand.",negative
Not the first time for a review on this product.  It was recommended to me by a Wound Center of a major hospital for my legs which are always dry and scaly.  This ointment does wonders.  I can and usually do go through at least a tub a month.  Some months require two tubs.,positive
Perfect for my daughters hair styling tools.,positive
Loved this dry brush. It's my first one and it seems to be working great.,positive
This tanning lotion has the best smell out of any of the products I have tried.  You can go straight to dinner after tanning with this product because it has a perfume fragrance.  Also it is a fabulous moisturizer.  I can't wait to try Smile Your Darker!!,positive
these are great!  i really like that they do not have that ruffle around the edge. i actually like that better.  the elastic seems pretty strong. i have used one maybe 5 times and it is still pretty snug.  hopefully i will be able to use one at a time for awhile so there will be no running out any time soon.,positive
do not buy,negative
Smells amazing! I’m adding it to my nightly routine on my body and only need a little bit! Too much and you will feel a bit oily. I also add a small about to my daughter’s leave-in conditioner. I am telling you a little goes a long way. Recommended!,positive
Pulls hair. Just twirls the hair.,negative
"I watched many videos in preparation of arrival of this kit and was excited to try it.  It's a really nice product to work with for a beginner.  I haven't been to a nail salon in decades and just have natural nails. Sometimes they grow out long and beautiful but too often they break and are uneven lengths.  That's particularly why I wanted a polygel product to allow my natural nails to grow and use this as an<br />overlay strengthener.  I think it will work well for that.  If you follow the directions and watch a few videos,  prep the nails and wipe off the sticky layer,  I feel this is a very good product and was lots of fun to play with on my current shorter nails.  With practice,  I hope to get better at application. I bought the glow in the dark set and I wasn't crazy about the opacity, so I painted over them.  The reason I dropped a start,  though,  was the nail forms.  The deap curve of the forms don't fit my nails very well and I was very glad I'd also ordered nail clips.  Without them,  there's no way they would have turned out looking decent.  It made it difficult to squish out the extra and clean up my cuticles before curing. Cleaning up the under side of the nail to give it a proper shape underneath was a little bit of a challenge because I didn't notice I'd gotten really thin on a couple edges. One pinky nail bubbled between the gel and form because the clip wasn't firm enough on my pinky.  These I had to patch. Some of the patches worked,  one did not (right hand pointer). I have ordered the paper forms to use in the future and hope they will work better for me.  All around I'm very happy with the glow in the dark kit and the one I tried,  really does glow in the dark!  Very cool and I think my granddaughters will love it!  I only applied them yesterday and I'm confident in my nail prep and use of base coat.  If I don't get decent wear out of them,  because I only applied yesterday,  I'll come back and update.",positive
"I’ve been trying to find really good gel, jam, and or edge control for a long time. I can definitely this is it. I use it for my braids. My ponytail and it works flawlessly. I never have any white residue, last all day and doesn’t look greasy. I will be using this from here on out.",positive
"I have tried several OTC lash lengthened and the $$$ prescription, and the Greephil lash lengthener blows all of them out of the water. I have zero irritation (which was a problem I had with others), and after a few weeks of use it is starting to look like I'm wearing mascara when my lashes are bare. I also started using it in a spare patch of my brows and am noticing hair growth!",positive
The hole brush came apart the day I received it an they are very dried out complete waist,negative
Love it! Smells great makes my hair soft and shiny!!!,positive
This is a great product from a great seller. I'm overly impressed with this product. Disclaimer: I was provided a discount code for my unbiased and honest review.,positive
very nice and priced right !!!,positive
"this is very good eyebrow tatoo pen. It last all day, it's easy to use. I recommend it for all",positive
Loved it!,positive
"These things are like biting into a rubber bouncy ball. Much too firm. My jaw hurts just from 60 seconds of chewing on one, not to mention all the times I’ve bitten my lip from one slipping out from my bite! Ouch!",negative
"Bold, but believeable. These lashes are long and dramatic but aren't over the top. Tapered ends, nice volume and curl. Held up very well. Will be able to reuse. Very impressed.",positive
"Upon opening the hair is soft & thick, full bundles. But after installing it sheds BADLY. I read reviews & thought I was in the clear for this problem but NOPE. I do not recommend.",negative
"I love these for removing makeup. Other makeup wipes come in a pack of like 20 for $8. These are a great price for the amount, and they get the job done! Even when I do some crazy makeup looks, I only need a maximum of 2 to get it all off.",positive
This oil is pure quality and smells identical to the real Polo Blue. Oil has a all day lasting smell. I get complaints all day and everytime I wear this oil. Provider has very well made oils and quality packaging. Oils also have more bang for your buck. I reccomend people who aren't sure about buying fragrance oils to buy a small one and use it on your undershirt,positive
Arrived sooner than expected.  For the price this is a very nice piece of jewelry.  Lots of compliments when I wore it to work.,positive
"These work well. The application is smooth, they aren’t too thick or too thin, and with the brand of top/base coat I use, last at least a week without chipping (they may last longer with the Gellen brand). The only complaint I have is the colors are at least two shades off from how they look in the pictures. I attached my swatches for clarification.",positive
Works great!!!!,positive
"Not perfect, just OK. Wish each was a bit larger. They slide up the back of the head. At least the hair stays off my face.",neutral
I love the color.,positive
Smells good and not too strong for baby.,positive
"I make homemade tooth paste and tooth powder to brush my teeth.  The powder I make calls for calcium bentonite clay, but because it is going in my mouth (and very small amounts COULD be swallowed), I wanted a high quality, food grade clay.<br /><br />I've been very happy with this one thus far.  I plan to try it for other uses (like a face mask) in the future, but I'm currently very pleased with it for its primary intent of using it in my tooth powder.",positive
The only good thing was the stencils !!! The applicator sponge is absolutely horrible.. its a dry sponge so it does not color at all.  The little color you can get is by literally beating the sponge on the stencil so get a little color.  ABSOLUTELY NOT WORTH THE BUY!,negative
Excellent product,positive
Liked it,positive
This is perfect addition to bath.,positive
I love these as they keep my brush clean and protect it.,positive
"I really liked this scraper, but after just three months, the corner of it broke off.",negative
This balm definitely helped ease the plugs into my ears and took some of the pain away. I still use it (even though Im done stretching my ears) after I clean my plugs!,positive
"This is a great value for the money. On low has good strength, put it on high and you have strong winds. The heat ia fantastic and the motor is strong.",positive
"First of all, the tube is HUGE! You get a lot of product. Second of all the color isn't exactly what it looks like in the picture. I expected a dark orange/honey color, but it turned out to be more of a bright orangey fox color. I still got lots complements on it though.",positive
"Takes color well but it sheds way more than a 613 suppose to, I was disappointed and upset people wanted me to take it out because it leave hair everywhere my job literally fired me because the hair pieces and I wouldn’t take it out because I work hard for the money I use to buy this it sheds badly I am very upset I lost my job and waste my hard earn money",neutral
"This is a high quality nail polish, beautiful color! Arrived in a timely manner...love this brand. Lasts long and stays pretty...",positive
This Silk Exfoliating Mitt is soft. I used the mitt on my face. I can not tell any difference between this mitt and any other mitts except that it is soft. No difference in the skin.<br /><br />The mitt fits the hand for cleaning. The resealable package comes with a mitt. It says 100% silk but I'm not sure I would agree with that.<br /><br />I will not be recommending this Silk Exfoliating Mitt to family and friends.,negative
"**I received this free product to review. I was not required to write a positive review nor was I compensated in any other way. The opinions I have expressed are my own. I am disclosing this in accordance with the FTC Regulations.**<br /><br />This product review is a 2 part system. The review features a Vitamin C Serum and 30 Capsules of Phytoceramides. After one day of use of these products, the product claims to tighten your skin and feel smoother. As it rejuvenates itself, you may actually feel the difference working on your skin with a slight tingle. After a couple weeks, the fine lines on your face and forehead, you will notice will be diminishing more and more. Your aged skin will once again go back to being more youthful and more firm.<br /><br />This product is all natural and has no GMOS and no artificial ingredients or fillers. This product is meant for people that are looking to drop 10 years or more off their appearance. These are the men and women that will notice the biggest results of change. Using one or the other in this system will not work as effectively as the proven results that you will see when combined. As they are mixed together, you will find a safe and effective skin care plan to give you that fresh facial look each and every day.<br /><br />The serum upon opening has a non sticky, non greasy and faint scent to it. The consistency is almost water-like and with the eye dropper does not take much to get the results needed to cover the face, neck and regions targeted. A pill for your skin I was leery of. There seems to be a pill for everything nowadays. The pill is easy to swallow, and easy on the stomach. Just take it once a day before eating. These help assist like a vitamin for your nails, hair, skin and body.<br /><br />If you are not completely satisfied they will refund you your money back guaranteed!",positive
Good like them,positive
"This brush is great! My dogs, who hate being brushed, don’t mind this brush at all. It is so easy to get the hair out of it.",positive
Great for the value.  Thought this was for someone else.  The color is so light that you would have to get like 5 coats to see some color,positive
"DO NOT BUY THIS!!!!!! It is not the correct stuff. They are filling it with a totally different conditioner than color proof. The smell, color, and consistency are all different. I was so disappointed! THEN, when going to return it, I still had to pay for return shipping and that alone was half the cost of the product! I am so mad and upset. Learn from my mistakes, DO NOT BUY FROM THEM.",negative
very silky,positive
"I love the hair, its software and easy to style, but too much shedding. Not some shedding, but way too much!!",negative
compact and quiet[er].,positive
The fit of the band is perfect,positive
"Pros: small, easy to store, came with an extra piece<br />Cons: doesn’t work. Like at all.",negative
Love this product. It was just as it was described.,positive
"At first, the lamp was great. But then a couple months went by and it started lagging on curing. I noticed the lights weren’t adjusting properly for the time & I haven’t gotten it to work properly since.",negative
I am sure the men in my family will enjoy.,positive
Yes but does dry your skin out a bit,positive
"These are lovely samples, both with a unique aroma. As the bottles are small (about the size of a 50 cent piece) and the caps do not screw on, be careful when opening as they may spill. Wish they had a dropper cap similar to those found on essential oils . . .",positive
"Honestly I've got to say that out of all the nail polish I've bought over the year, this is the best yet. No need for nail polish remover because this stuff just peels off. I only with they came in a bigger bottle lol.",positive
"This stuff works well, smells great and isn't irritating for sensitive skin.",positive
They fit and work like the original blades,positive
"I have several curling irons and this one is super different, I like the waves so defined that it does!<br />The only thing I did not like was that I got a strand of hair in the screw that comes out, I guess it is a factory failure that I understand should correct",positive
The color stated navy blue but it was royal blue. Didn’t match my bathroom at all. Very disappointed.,negative
"I have thick, heavy hair and this product did nothing to help boost volume at the roots. Look somewhere else.",negative
They are the perfect size for a medium to long getaway.,positive
Great price,positive
I have use this product for many many years and I love it it’s like silk key satin going onto your skin and protects against sun damage and I’m 61 years old and I have people always tell me I look way younger than I am,positive
Great product,positive
It gives me color but still looks natural.,positive
"I received this product in a timely fashion.  I used it once and realized it's kind of too much.  No feathery like I though it would be.  It's too thick.  Next time I tried it, I decided I would just blot it with a tissue before using it.  Well, I blotted it and pulled.  Big mistake.  The entire felt tip came out and there was no way I could get it back in.  I had to throw it out.  Major bummer.",neutral
"The palette is amazing, exactly what I wanted and the colors are great! The packaging of the product was flawless. Great Purchase!",positive
"This worked great- once. As other reviewers have noted, it completely dries out after one use. After that you get nothing but flakes. Very disappointing",negative
"i don’t ever write reviews, but this was too good not to. i would never spend this much on lashes because i only get MAYBE 2 uses out of them, but i’m on use 4 of them and then still look perfect and they don’t ruin your real eye lashes. will DEFF buy again!!!",positive
Terrible,negative
Its so pretty . Love Owls. I have large hands and I have no problem getting my change in and out.  Ive had it in my big bag for about 3 months now looks just as good as day one.  Going to order another for my mom.,positive
This was probably the best Christmas present I bought for my daughter. She loves getting a “surprise “ shopkin when she takes a bath. The product smells wonderful and has beautiful colors. Definitely something I would buy again.,positive
"Love this, it works very well and it’s very relaxing with the lights changing to different colors 😍",positive
I got my package super early. It come as shown. Highly recommended.,positive
"The polish is super thick. I mean SUPER THICK. Typically, I’d use polish thinner but I’m not sure if that would ruin the polish.",negative
I like the way it holds the razor but I cannot get it to rechacharge it. I use the original for that,neutral
The hair looks great...but color is completely off. I ordered a 2 but the hair That was sent to me was jet black more like a 1. This hair will not blend with my natural hair color at all. This hair is virtually useless to me. I have 16 packs of hair that I can’t use. Will be donating to a local women shelter.,negative
I have seen this product all over social media. I hesitated in buying as I am a strawberry blonde and most eyebrow colors do not come close to matching for me.  This one is a perfect match!,positive
"Fresh clean smell, absorbs well.",positive
Easy to hold. Soft from roots to end.<br />Very pleased with purchase. Highly recommend if you have thinning hair and loose a lot of hair with a normal brush.,positive
It's a basic charcoal peel mask.,positive
this product contains sucralose.,negative
Very cheap and plastic looking! Too long to be fashionable.,negative
Great for my hair salon. Easy to use and no fuss,positive
great,positive
Love it!,positive
"I'm bummed, because this seems to be working (eyelashes are way softer and less brittle), but it gave me a rash on my eyelids. I have lupus, and my skin is really sensitive, so this probably won't happen to you.",negative
This product hardens your nails as promised.  It also damages your nails if you do not remove polish in about 3 or 4 days when the polish start to chip.,positive
Can't go wrong for the money,positive
Great for gathering your soap pieces together so you can still use them but a bit scratchy on the body.,neutral
They were perfect! Highly recommend,positive
Great for curling and straightening hair. I gave it 4 stars because it is impossible to straighten bangs with it. No matter what I did my bangs stuck straight out.,positive
I really liked these tattoos.  They lasted about 1 week even after taking showers and lightly shaving my legs where the tattoo was placed.  They are crisp and detailed and look very nice on.  There are several to choose from for kids and adults alike.  Would buy again!,positive
"Although the Higher Education facial scrub has a bit of a chemical induced rather than fragrant smell, its texture and cleansing power is great at getting rid of dead skin cells and dull patches. My skin feels refreshed and truly soft after using, without need to resort to facial cloths to do the scrubbing. A double pea size amount goes a long way for scrubbing face and neck, so amount will last a long while. 4/5.",positive
The hair Sheds a lot,negative
"Muy contenta, lindos colores, fácil de usar y duradero",positive
Doesn't peel off easily at all!,neutral
"This was one of my favorite products from City Color, and I was panicking when they discontinued it.  I was very happy to find these and get back ups.  I wear this at least 3-4 times a week.  It's flattering and shimmery without being over the top or glittery.  The staying power is fantastic, even on my oily skin.<br /><br />The vendor shipped quickly and packaged these in bubble wrap, so they did not break.  I would buy from this vendor again.",positive
I got this product for travel and because I have limited counter space on my vanity. I also like that it is usb rechargeable.,positive
After getting used to this patch on her glasses our 29 month old granddaughter does well with this patch. Her glasses are tiny and it fits.,positive
Havent used yet but will soon. Looks great . Packaging was 👌,positive
Great bonnet works excellent for braids. Only issue one of them had an open seam.,neutral
Good value and amount for the price. They don't slide of hair as other headbands usually do. Really satisfied with the product.,positive
I was given a discount to review this product. It is a very silky cream...and definitely reduced the appearance of wrinkles! Win!,positive
"There is definitely a learning curve with this product as with any powder chrome effect nail decoration. You definitely need a tack free/no wipe gel top coat. The colors are beautiful however they aren't full on true chrome. I buffed and buffed my nails to get the perfect chrome look however once I put the top coat on to seal in the design, small microfine particles would pull up causing the design to have a chrome effect with microfine glitter floating above. It looks pretty don't get me wrong however it isn't a true chrome. I recommend this product regardless because if you decide to get the full 12 color package the possibilities are endless  and it's great to practice with.",positive
Works pretty well for massaging all over the body,positive
"Unlike some other reviewers, I looked the product photographs before buying this brush, and so I was fully aware of how small it was. The real question was how stiff it was going to be. I bought this for my beard, so it had to be stiff enough to pull though 3 inches of coarse beard hair, but also soft enough not to tear up my skin underneath. As a brush for a beard, this is perfect in my opinion.",positive
Love it! Makes my face feel and look smoother.,positive
They broke really easily,negative
"I adore this moisturizer - I use it with the Bio-Pure serum. It goes on really nicely, smells great, iand somehow is very light weight while being really moisturizing. I have started getting compliments from my friends that my skin is ""glowing"". I don't wear make up, the only change I've made is using XXI products (Scrub & the vitamin C serum & moisturizer). Highly recommend!!",positive
Easy to install. Made my clippers like new again!,positive
Love it,positive
[[VIDEOID:d24064963e5f8f73386d7f2f41b8ae3]] This product is great! My 1st time using an epilator and it's well worth it it's been 2 weeks now and I haven't had to shave yet!! Love it!!!,positive
"great to use before applying makeup, it blurs your pores and makes foundation go on flawlessly and look perfect. i don't think this will actually do anything for my pores in the long run though",positive
"This was my usual glycolic acid cream.  Was, because I just bought a Dr Denese product  at three times the price, and comparable results. Once I use up the Dr Denese, I'll be right back to using this product.  The Dr Denese product has to be used at night, and it leaves the face too tacky to use during the day time.  The AHA souffle easily mixes with my other daytime creams, sinks right into the skin and you can apply makeup over it without any problem.  I miss my Souffle!",positive
It took all the dirt and acnes out which even a cleanser can't do like that.<br />After use the skin feel smooth and clean which i love a lot,positive
Muy bueno estoy feliz con la compra,positive
Didn’t receive what was descripted,negative
I dropped my clippers and messed up the blade. The blade would pull hair so I ordered this set for my 5 star seniors and works perfectly.,positive
I bought 3 packages of these and I am so bummed that I wasted my money on such poor quality extensions. My hair stylist installed them yesterday and they’re already falling apart! The beads and hanging off end going all kinds of directions. I ordered 16” and had to cut the majority of the length off. Luckily I intended on adding some volume to my normally very thick hair thanks to postpartum hair loss. If I could return them I absolutely would.,negative
"When using it, you have shake it and push down on the brush to get the liquid to come out.",neutral
"These do not lock, so would be terrible for travel. Also one of the sprayer tops does not even work.",negative
Love the color just how I imagine,positive
I bought these for my daughter for prom and they are Beautiful! They were well made and were delivered on time. They were the perfect touch for her hair.,positive
Works great and doesn’t make your hair hard and smells good.,positive
I really like how this keeps my mask away from my mouth. It makes a huge difference when working out.,positive
These are great when having to wear a mask for 12 hours and want to save the ears,positive
Love this brush.,positive
"I really do love Nyx cosmetics. I gave this shadow a 4 instead of a 5 star rating because of the (typically) light color payoff. Nyx shadows typically apply much lighter than they look, so I just apply several layers to achieve the color intensity I want. The color does last throughout the workday.",positive
Just tried this yesterday.  I was using a gel liner which was discontinued & just finished it -- lasted a long time.  This liner is like a rock --- It won't budge even with water.  How can it be applied when it contains absolutely NO moisture ?  It is a real disappointment.,negative
Nice cape. Good look. But the buttons don't fasten.,neutral
